applicant_id,name,gender,age,country,city,pincode,region,latitude,longitude,caste,ethnicity,education,university_tier,department,years_experience,salary_history,career_gap_months,skills_score,interview_score,references_quality,hired
APP-1324,Applicant_1324,Female,34,India,Delhi,110001,Delhi,28.7041,77.1025,General,N/A,MBA,NIT Trichy,Operations,8,1706349,0,57,79,Average,0
APP-1325,Applicant_1325,Male,33,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,White,High School,MIT,Marketing,9,5393951,0,53,81,Average,1
APP-1326,Applicant_1326,Male,43,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,Mixed,Master's,Cambridge,Data Science,20,8333448,0,64,56,Strong,1
APP-1327,Applicant_1327,Male,25,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Hispanic,Bachelor's,Cambridge,Operations,0,3269892,0,64,76,Strong,1
APP-1328,Applicant_1328,Female,28,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,White,High School,Community College,HR,6,3424163,0,81,53,Strong,1
APP-1329,Applicant_1329,Female,48,India,Kochi,682001,Kerala,9.9312,76.2673,General,N/A,Bachelor's,State University,Marketing,26,3337072,0,65,69,Strong,1
APP-1330,Applicant_1330,Male,40,India,Nagpur,440001,Maharashtra,21.1458,79.0882,SC,N/A,MBA,IIT Bombay,Marketing,15,2626283,0,82,83,Strong,1
APP-1331,Applicant_1331,Male,32,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Hispanic,MBA,Community College,Operations,7,6562913,0,68,76,Strong,1
APP-1332,Applicant_1332,Male,33,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Black,Bachelor's,Stanford,Sales,6,6201649,0,66,69,Average,1
APP-1333,Applicant_1333,Male,29,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,White,Bachelor's,Harvard,Engineering,6,7065512,0,89,55,Average,1
APP-1334,Applicant_1334,Male,36,India,Nagpur,440001,Maharashtra,21.1458,79.0882,OBC,N/A,Master's,Osmania University,Marketing,11,2586091,0,40,63,Weak,1
APP-1335,Applicant_1335,Male,30,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,Mixed,Bachelor's,MIT,Operations,6,4162367,0,43,51,Average,1
APP-1336,Applicant_1336,Female,26,India,Bengaluru,560001,Karnataka,12.9716,77.5946,General,N/A,Master's,Regional College,Product,0,764577,0,66,55,Average,1
APP-1337,Applicant_1337,Female,44,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,White,MBA,Community College,Finance,17,6344624,0,80,61,Average,1
APP-1338,Applicant_1338,Female,43,India,Ahmedabad,380001,Gujarat,23.0225,72.5714,ST,N/A,PhD,IIT Bombay,Sales,21,3099585,0,64,29,Strong,0
APP-1339,Applicant_1339,Female,30,India,Jaipur,302001,Rajasthan,26.9124,75.7873,OBC,N/A,High School,DU,Engineering,6,1252906,0,52,37,Strong,1
APP-1340,Applicant_1340,Female,44,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,White,MBA,Harvard,Engineering,18,5461597,4,85,71,Strong,1
APP-1341,Applicant_1341,Male,34,India,Kolkata,700001,West Bengal,22.5726,88.3639,General,N/A,MBA,NIT Trichy,Data Science,10,2535613,0,49,71,Strong,0
APP-1342,Applicant_1342,Female,43,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,White,Bachelor's,Regional University,Finance,20,4934918,24,67,82,Strong,1
APP-1343,Applicant_1343,Male,25,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,Master's,DU,HR,2,1126161,0,86,47,Weak,0
APP-1344,Applicant_1344,Male,38,India,Nagpur,440001,Maharashtra,21.1458,79.0882,ST,N/A,Master's,Anna University,Data Science,14,2480200,0,48,69,Weak,0
APP-1345,Applicant_1345,Male,23,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,White,High School,Stanford,Marketing,0,6222599,0,63,63,Strong,1
APP-1346,Applicant_1346,Male,28,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,General,N/A,Bachelor's,VTU,Finance,6,1482291,0,53,47,Strong,1
APP-1347,Applicant_1347,Female,33,India,Kolkata,700001,West Bengal,22.5726,88.3639,General,N/A,Master's,Osmania University,Data Science,8,1535167,0,64,61,Strong,1
APP-1348,Applicant_1348,Male,37,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Asian,MBA,Harvard,HR,15,6001787,0,90,55,Strong,1
APP-1349,Applicant_1349,Female,44,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,White,High School,Community College,Data Science,17,6163736,4,72,38,Average,1
APP-1350,Applicant_1350,Male,33,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,White,Bachelor's,Regional University,Marketing,6,5290202,0,55,79,Average,1
APP-1351,Applicant_1351,Male,22,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,White,MBA,Oxford,Finance,0,4245759,0,61,59,Strong,1
APP-1352,Applicant_1352,Female,29,United Kingdom,Edinburgh,EH1,Scotland,55.9533,-3.1883,N/A,Asian,Master's,MIT,Operations,6,5386697,16,87,69,Average,1
APP-1353,Applicant_1353,Male,31,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,White,Bachelor's,Oxford,Sales,9,6071140,0,81,45,Strong,1
APP-1354,Applicant_1354,Male,32,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,Asian,High School,Harvard,Engineering,9,5214229,3,72,60,Average,1
APP-1355,Applicant_1355,Female,43,India,Chandigarh,160001,Punjab,30.7333,76.7794,OBC,N/A,Bachelor's,Regional College,Product,20,2992968,0,83,77,Strong,0
APP-1356,Applicant_1356,Female,33,India,Mumbai,400001,Maharashtra,19.076,72.8777,SC,N/A,Bachelor's,Anna University,Finance,11,1465549,11,73,59,Average,0
APP-1357,Applicant_1357,Female,35,India,Nagpur,440001,Maharashtra,21.1458,79.0882,General,N/A,Master's,State University,Finance,10,1970126,0,70,75,Average,0
APP-1358,Applicant_1358,Female,30,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,Mixed,Bachelor's,Technical Institute,Operations,8,4776747,0,98,41,Strong,1
APP-1359,Applicant_1359,Male,39,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Asian,MBA,Harvard,Engineering,16,7016845,0,95,67,Average,1
APP-1360,Applicant_1360,Male,40,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Asian,Bachelor's,Regional University,Marketing,18,7459642,0,51,70,Average,1
APP-1361,Applicant_1361,Female,33,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,White,Master's,Oxford,Marketing,8,5371490,0,76,77,Strong,1
APP-1362,Applicant_1362,Female,31,India,Hyderabad,500001,Telangana,17.385,78.4867,OBC,N/A,PhD,IIT Bombay,Engineering,8,1829823,0,70,55,Average,0
APP-1363,Applicant_1363,Male,48,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,Asian,Master's,Regional University,Sales,22,8189587,0,85,65,Average,1
APP-1364,Applicant_1364,Male,42,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,White,High School,Regional University,Engineering,20,8275172,0,78,47,Strong,1
APP-1365,Applicant_1365,Male,32,India,Kochi,682001,Kerala,9.9312,76.2673,OBC,N/A,Bachelor's,Anna University,Operations,8,1811969,0,55,54,Average,0
APP-1366,Applicant_1366,Female,35,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Asian,Bachelor's,Community College,Finance,8,4526506,0,73,61,Average,1
APP-1367,Applicant_1367,Male,35,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,Mixed,High School,State University,Engineering,9,5145838,0,64,56,Strong,1
APP-1368,Applicant_1368,Male,29,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,PhD,DU,Marketing,6,2191430,0,70,40,Average,0
APP-1369,Applicant_1369,Male,42,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,White,Master's,Stanford,Product,20,8023695,0,59,58,Average,1
APP-1370,Applicant_1370,Female,34,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,Mixed,Bachelor's,Regional University,Marketing,11,6221042,6,79,68,Average,1
APP-1371,Applicant_1371,Female,24,United States,New York,10001,New York,40.7128,-74.006,N/A,Asian,MBA,Community College,Sales,0,5510814,0,81,89,Average,1
APP-1372,Applicant_1372,Male,36,India,Patna,800001,Bihar,25.5941,85.1376,General,N/A,MBA,Anna University,Finance,11,2746645,0,72,56,Strong,1
APP-1373,Applicant_1373,Male,30,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,Asian,Master's,Harvard,Finance,7,5973864,0,100,80,Average,1
APP-1374,Applicant_1374,Male,34,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,SC,N/A,PhD,Osmania University,Sales,11,2418948,0,83,59,Strong,1
APP-1375,Applicant_1375,Male,30,India,Mumbai,400001,Maharashtra,19.076,72.8777,OBC,N/A,Bachelor's,State University,Product,4,1328421,0,59,70,Average,1
APP-1376,Applicant_1376,Female,32,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,Mixed,Bachelor's,MIT,Operations,8,5472267,0,88,69,Average,1
APP-1377,Applicant_1377,Male,24,UAE,Abu Dhabi,00000,Abu Dhabi,24.4539,54.3773,N/A,White,PhD,Harvard,HR,0,4772237,0,71,62,Weak,1
APP-1378,Applicant_1378,Female,42,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,ST,N/A,MBA,NIT Trichy,HR,18,2659216,0,55,100,Strong,0
APP-1379,Applicant_1379,Male,22,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,White,Bachelor's,Regional University,Finance,0,4229331,0,87,61,Average,1
APP-1380,Applicant_1380,Female,44,United States,Detroit,48201,Michigan,42.3314,-83.0458,N/A,Black,High School,Harvard,Data Science,22,7168619,0,63,53,Average,1
APP-1381,Applicant_1381,Female,22,India,Delhi,110001,Delhi,28.7041,77.1025,SC,N/A,MBA,Regional College,Data Science,0,723804,0,71,48,Strong,0
APP-1382,Applicant_1382,Male,34,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,Asian,High School,State University,HR,10,5855321,0,81,68,Average,1
APP-1383,Applicant_1383,Female,35,India,Patna,800001,Bihar,25.5941,85.1376,General,N/A,PhD,Anna University,Data Science,11,2592238,22,49,58,Average,0
APP-1384,Applicant_1384,Female,38,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,White,Master's,Technical Institute,Operations,15,8473566,0,97,61,Average,1
APP-1385,Applicant_1385,Female,42,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Asian,PhD,State University,Finance,18,10510792,0,39,49,Average,1
APP-1386,Applicant_1386,Female,45,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,OBC,N/A,Master's,BITS Pilani,Finance,22,3530436,0,87,67,Strong,1
APP-1387,Applicant_1387,Female,39,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,White,Master's,MIT,Marketing,12,6571052,10,77,65,Strong,1
APP-1388,Applicant_1388,Male,41,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,SC,N/A,Bachelor's,VTU,Operations,15,2067881,0,71,50,Weak,1
APP-1389,Applicant_1389,Female,50,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Asian,PhD,Harvard,Sales,23,7873027,0,54,53,Strong,0
APP-1390,Applicant_1390,Female,39,India,Delhi,110001,Delhi,28.7041,77.1025,General,N/A,PhD,Anna University,Engineering,12,2466188,18,59,60,Strong,0
APP-1391,Applicant_1391,Male,45,UAE,Abu Dhabi,00000,Abu Dhabi,24.4539,54.3773,N/A,Asian,PhD,MIT,Sales,22,8891866,0,45,47,Strong,1
APP-1392,Applicant_1392,Female,33,United Kingdom,London,EC1A,England,51.5074,-0.1278,N/A,White,PhD,State University,Operations,10,7304447,17,68,59,Average,1
APP-1393,Applicant_1393,Male,24,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,White,MBA,Cambridge,Finance,0,5689439,0,73,64,Average,1
APP-1394,Applicant_1394,Female,44,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,High School,Regional College,Product,21,2699519,6,60,54,Average,1
APP-1395,Applicant_1395,Female,22,United Kingdom,Edinburgh,EH1,Scotland,55.9533,-3.1883,N/A,White,High School,Stanford,HR,0,3952880,0,62,77,Weak,1
APP-1396,Applicant_1396,Male,36,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,Asian,Master's,Community College,Sales,9,7049563,0,50,65,Average,1
APP-1397,Applicant_1397,Male,27,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,White,PhD,State University,Engineering,3,8063724,3,81,53,Strong,1
APP-1398,Applicant_1398,Male,45,India,Delhi,110001,Delhi,28.7041,77.1025,SC,N/A,PhD,Osmania University,Engineering,20,3769449,0,42,50,Average,1
APP-1399,Applicant_1399,Male,22,India,Hyderabad,500001,Telangana,17.385,78.4867,ST,N/A,Master's,State University,Engineering,0,841273,0,77,45,Weak,1
APP-1400,Applicant_1400,Female,28,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Hispanic,PhD,Oxford,Sales,3,8161170,5,72,73,Weak,1
APP-1401,Applicant_1401,Female,32,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,SC,N/A,Master's,VTU,Sales,10,1536761,0,50,59,Average,0
APP-1402,Applicant_1402,Male,46,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Asian,MBA,Regional University,Data Science,23,11431091,0,71,52,Average,1
APP-1403,Applicant_1403,Female,37,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Hispanic,Bachelor's,State University,Marketing,12,6658592,13,76,63,Strong,1
APP-1404,Applicant_1404,Male,30,India,Mumbai,400001,Maharashtra,19.076,72.8777,OBC,N/A,MBA,DU,HR,5,1653798,0,73,74,Strong,0
APP-1405,Applicant_1405,Female,33,India,Ahmedabad,380001,Gujarat,23.0225,72.5714,General,N/A,High School,IIT Delhi,Product,11,1898245,0,66,49,Strong,0
APP-1406,Applicant_1406,Female,43,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,White,Master's,Stanford,Operations,18,7029373,22,67,41,Weak,1
APP-1407,Applicant_1407,Female,29,India,Chennai,600001,Tamil Nadu,13.0827,80.2707,General,N/A,MBA,Osmania University,Marketing,3,1108254,0,74,85,Average,1
APP-1408,Applicant_1408,Male,22,India,Patna,800001,Bihar,25.5941,85.1376,General,N/A,Master's,DU,HR,0,923379,0,52,81,Strong,0
APP-1409,Applicant_1409,Male,41,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Hispanic,Master's,Oxford,Data Science,19,7664740,0,61,79,Weak,1
APP-1410,Applicant_1410,Female,29,United States,New York,10001,New York,40.7128,-74.006,N/A,White,MBA,Community College,Product,4,7062198,0,64,51,Average,1
APP-1411,Applicant_1411,Female,30,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Asian,MBA,Harvard,Engineering,3,6387976,6,46,76,Average,1
APP-1412,Applicant_1412,Female,38,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Asian,Bachelor's,Harvard,Product,14,4947784,9,58,76,Strong,0
APP-1413,Applicant_1413,Female,40,Singapore,Singapore,018956,Central Region,1.3521,103.8198,N/A,Asian,High School,Community College,Data Science,15,4590416,22,68,80,Average,0
APP-1414,Applicant_1414,Female,43,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,Black,Master's,Cambridge,Data Science,20,6849206,10,30,40,Average,1
APP-1415,Applicant_1415,Female,56,India,Kochi,682001,Kerala,9.9312,76.2673,OBC,N/A,MBA,Osmania University,Sales,33,4471433,0,77,59,Average,1
APP-1416,Applicant_1416,Male,38,India,Delhi,110001,Delhi,28.7041,77.1025,General,N/A,PhD,State University,Product,15,4001626,0,89,61,Average,1
APP-1417,Applicant_1417,Male,32,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,SC,N/A,Bachelor's,IIT Bombay,Finance,6,1286927,0,84,69,Average,1
APP-1418,Applicant_1418,Female,32,India,Mumbai,400001,Maharashtra,19.076,72.8777,General,N/A,Master's,Osmania University,HR,5,1455190,0,68,72,Strong,0
APP-1419,Applicant_1419,Female,39,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Black,Bachelor's,Regional University,Data Science,17,5163303,19,72,78,Average,1
APP-1420,Applicant_1420,Female,36,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,Mixed,Bachelor's,Cambridge,Finance,13,5441227,0,64,52,Average,1
APP-1421,Applicant_1421,Male,36,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Mixed,High School,Stanford,HR,12,7251854,0,47,73,Strong,1
APP-1422,Applicant_1422,Female,39,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,Hispanic,High School,MIT,Sales,15,5334321,0,60,56,Average,1
APP-1423,Applicant_1423,Male,40,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Black,Bachelor's,MIT,Operations,18,6211036,0,76,60,Average,1
APP-1424,Applicant_1424,Female,48,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Asian,PhD,Stanford,Product,21,9833732,0,55,61,Average,1
APP-1425,Applicant_1425,Female,42,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Asian,Master's,Harvard,Sales,15,7973031,18,73,42,Strong,0
APP-1426,Applicant_1426,Male,41,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,White,Master's,MIT,Marketing,15,8190960,0,54,64,Average,1
APP-1427,Applicant_1427,Female,23,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,White,Bachelor's,Regional University,Finance,0,4090961,4,56,76,Average,1
APP-1428,Applicant_1428,Male,30,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,Asian,Master's,Stanford,Data Science,7,8818044,0,68,64,Strong,1
APP-1429,Applicant_1429,Female,30,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Mixed,Bachelor's,Stanford,Finance,6,4994125,0,95,68,Average,1
APP-1430,Applicant_1430,Female,36,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,Hispanic,MBA,Regional University,HR,13,6620245,18,86,63,Average,1
APP-1431,Applicant_1431,Male,33,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,White,Bachelor's,Technical Institute,Data Science,8,6315527,0,76,45,Weak,1
APP-1432,Applicant_1432,Male,33,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,White,Bachelor's,State University,Marketing,7,5092062,0,75,61,Average,1
APP-1433,Applicant_1433,Male,41,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Asian,PhD,Oxford,Operations,16,11282391,0,90,85,Average,1
APP-1434,Applicant_1434,Male,27,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Mixed,MBA,Oxford,Data Science,4,6203921,0,60,65,Strong,1
APP-1435,Applicant_1435,Female,35,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,White,PhD,State University,Finance,11,6949680,0,89,59,Strong,1
APP-1436,Applicant_1436,Male,38,India,Hyderabad,500001,Telangana,17.385,78.4867,General,N/A,Master's,DU,Marketing,15,3248796,0,54,70,Average,1
APP-1437,Applicant_1437,Female,36,India,Lucknow,226001,Uttar Pradesh,26.8467,80.9462,General,N/A,Bachelor's,IIT Delhi,Operations,9,1509380,18,66,62,Strong,0
APP-1438,Applicant_1438,Male,25,Australia,Sydney,2000,New South Wales,-33.8688,151.2093,N/A,Asian,Bachelor's,Oxford,Sales,3,4705763,0,82,70,Average,1
APP-1439,Applicant_1439,Male,36,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,White,Bachelor's,Regional University,Product,11,6336513,0,62,67,Average,1
APP-1440,Applicant_1440,Female,22,India,Pune,411001,Maharashtra,18.5204,73.8567,ST,N/A,High School,IIT Bombay,Finance,0,556455,0,60,51,Weak,0
APP-1441,Applicant_1441,Male,41,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,Bachelor's,Oxford,Sales,16,6673552,0,70,67,Strong,1
APP-1442,Applicant_1442,Male,27,India,Hyderabad,500001,Telangana,17.385,78.4867,General,N/A,Master's,IIT Delhi,Data Science,4,1542554,0,71,67,Average,1
APP-1443,Applicant_1443,Female,31,India,Kochi,682001,Kerala,9.9312,76.2673,General,N/A,High School,Anna University,Product,7,1364050,0,30,63,Weak,0
APP-1444,Applicant_1444,Male,34,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Hispanic,Master's,Harvard,HR,7,5228484,0,60,78,Average,1
APP-1445,Applicant_1445,Male,36,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,Bachelor's,State University,Operations,13,2334589,0,64,49,Average,1
APP-1446,Applicant_1446,Male,33,India,Jaipur,302001,Rajasthan,26.9124,75.7873,General,N/A,MBA,Regional College,Finance,6,1694257,0,68,58,Average,0
APP-1447,Applicant_1447,Female,22,India,Chennai,600001,Tamil Nadu,13.0827,80.2707,SC,N/A,Bachelor's,Regional College,Marketing,0,503963,0,74,38,Strong,0
APP-1448,Applicant_1448,Male,52,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,Hispanic,Master's,Harvard,Sales,29,8622394,1,52,72,Average,1
APP-1449,Applicant_1449,Female,35,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,Asian,MBA,Regional University,Finance,8,5424919,0,52,58,Strong,1
APP-1450,Applicant_1450,Female,38,United Kingdom,Edinburgh,EH1,Scotland,55.9533,-3.1883,N/A,White,Bachelor's,MIT,Data Science,11,4469786,0,55,49,Weak,1
APP-1451,Applicant_1451,Male,48,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,Asian,High School,Oxford,Operations,24,7866623,0,94,77,Strong,1
APP-1452,Applicant_1452,Male,40,United States,New York,10001,New York,40.7128,-74.006,N/A,White,Bachelor's,MIT,Product,15,7615937,0,88,63,Strong,1
APP-1453,Applicant_1453,Female,46,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,White,PhD,MIT,Engineering,23,7542437,14,63,59,Strong,1
APP-1454,Applicant_1454,Female,54,United States,Austin,73301,Texas,30.2672,-97.7431,N/A,White,Bachelor's,MIT,Product,30,7742981,0,73,88,Average,1
APP-1455,Applicant_1455,Female,32,India,Kochi,682001,Kerala,9.9312,76.2673,General,N/A,Master's,Osmania University,Finance,9,1932864,21,84,66,Weak,0
APP-1456,Applicant_1456,Male,35,United Kingdom,Manchester,M1,England,53.4808,-2.2426,N/A,White,MBA,Cambridge,HR,11,7681341,0,76,87,Strong,1
APP-1457,Applicant_1457,Female,45,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Asian,Master's,Oxford,Product,20,9436133,0,82,67,Weak,1
APP-1458,Applicant_1458,Male,28,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Asian,High School,Regional University,Engineering,2,6741003,0,42,78,Average,1
APP-1459,Applicant_1459,Male,46,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,Asian,Bachelor's,Community College,Product,22,8444305,0,52,71,Strong,1
APP-1460,Applicant_1460,Male,34,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,OBC,N/A,PhD,IIT Delhi,Data Science,11,3151074,0,100,61,Strong,1
APP-1461,Applicant_1461,Male,58,Germany,Hamburg,20095,Hamburg,53.5753,10.0153,N/A,White,Bachelor's,Technical Institute,Sales,34,8014538,0,71,57,Strong,1
APP-1462,Applicant_1462,Female,25,Germany,Berlin,10115,Berlin,52.52,13.405,N/A,Black,Master's,MIT,Data Science,2,5151729,4,47,37,Weak,1
APP-1463,Applicant_1463,Female,41,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,PhD,MIT,Operations,15,7495673,0,82,60,Average,0
APP-1464,Applicant_1464,Male,39,India,Bhopal,462001,Madhya Pradesh,23.2599,77.4126,General,N/A,Master's,NIT Trichy,Product,16,3140494,0,84,72,Average,1
APP-1465,Applicant_1465,Female,35,United Kingdom,Birmingham,B1,England,52.4862,-1.8904,N/A,Mixed,High School,Technical Institute,Operations,11,5311445,0,86,49,Weak,1
APP-1466,Applicant_1466,Female,27,India,Nagpur,440001,Maharashtra,21.1458,79.0882,General,N/A,High School,IIT Bombay,Data Science,2,856527,0,74,67,Average,0
APP-1467,Applicant_1467,Female,24,United States,New York,10001,New York,40.7128,-74.006,N/A,White,PhD,MIT,Sales,0,7064950,0,87,87,Average,1
APP-1468,Applicant_1468,Male,35,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,White,MBA,Regional University,Finance,8,7922961,0,82,68,Average,1
APP-1469,Applicant_1469,Female,39,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,Mixed,Master's,MIT,Finance,15,5944237,0,80,56,Average,1
APP-1470,Applicant_1470,Female,37,India,Chennai,600001,Tamil Nadu,13.0827,80.2707,General,N/A,PhD,VTU,Product,11,2439292,18,93,48,Strong,1
APP-1471,Applicant_1471,Female,30,India,Chennai,600001,Tamil Nadu,13.0827,80.2707,SC,N/A,Bachelor's,Regional College,Finance,7,1037156,21,62,70,Weak,0
APP-1472,Applicant_1472,Male,39,UAE,Dubai,00000,Dubai,25.2048,55.2708,N/A,Hispanic,Bachelor's,Cambridge,Finance,16,5246362,0,71,67,Average,1
APP-1473,Applicant_1473,Female,24,India,Patna,800001,Bihar,25.5941,85.1376,General,N/A,PhD,Anna University,Sales,1,1096386,0,88,99,Weak,0
APP-1474,Applicant_1474,Female,27,India,Bengaluru,560001,Karnataka,12.9716,77.5946,OBC,N/A,Master's,Regional College,Product,1,880131,0,92,59,Strong,0
APP-1475,Applicant_1475,Male,48,Australia,Melbourne,3000,Victoria,-37.8136,144.9631,N/A,Asian,MBA,Stanford,Sales,25,9523794,0,78,46,Average,1
APP-1476,Applicant_1476,Male,45,United States,Chicago,60601,Illinois,41.8781,-87.6298,N/A,Mixed,MBA,Regional University,Sales,18,9338308,0,87,57,Strong,1
APP-1477,Applicant_1477,Male,29,India,Chandigarh,160001,Punjab,30.7333,76.7794,ST,N/A,Bachelor's,Anna University,Marketing,5,1021841,0,77,55,Average,1
APP-1478,Applicant_1478,Male,43,United States,Atlanta,30301,Georgia,33.749,-84.388,N/A,Asian,PhD,Community College,Engineering,19,10849105,0,61,56,Strong,1
APP-1479,Applicant_1479,Female,38,United States,San Francisco,94102,California,37.7749,-122.4194,N/A,White,PhD,Technical Institute,Operations,16,9296256,12,66,67,Weak,1
APP-1480,Applicant_1480,Male,45,Germany,Munich,80331,Bavaria,48.1351,11.582,N/A,Hispanic,Master's,Community College,HR,21,8966271,0,91,66,Weak,1
APP-1481,Applicant_1481,Male,34,Canada,Toronto,M5H,Ontario,43.6532,-79.3832,N/A,Black,MBA,Regional University,Product,7,6782118,0,59,72,Average,1
APP-1482,Applicant_1482,Male,47,United States,New York,10001,New York,40.7128,-74.006,N/A,Asian,Bachelor's,MIT,Sales,23,9303823,0,50,73,Average,1
APP-1483,Applicant_1483,Male,33,United States,Boston,02101,Massachusetts,42.3601,-71.0589,N/A,Asian,Bachelor's,Community College,HR,9,6661153,0,68,57,Strong,1
APP-1484,Applicant_1484,Female,33,United States,Seattle,98101,Washington,47.6062,-122.3321,N/A,Asian,Bachelor's,Technical Institute,Finance,6,5459880,0,100,77,Strong,1
APP-1485,Applicant_1485,Male,34,United States,Detroit,48201,Michigan,42.3314,-83.0458,N/A,Mixed,Bachelor's,Harvard,Marketing,9,6554858,0,71,64,Weak,1
APP-1486,Applicant_1486,Male,27,Canada,Vancouver,V6B,British Columbia,49.2827,-123.1207,N/A,Asian,Bachelor's,Cambridge,Operations,1,4622286,0,69,66,Strong,1
